"Cost"," teta0"," teta1"
0.3991140496168217,0.041594467922221656,-0.006108794716522837
0.39910941319927956,0.041627141107985,-0.006256651688213249
0.39910484311365757,0.04165716304588739,-0.006404028727462298
0.39910033322801075,0.04168479686099641,-0.006550916787122402
0.3990958785258045,0.04171027932817645,-0.0066973079540968775
0.3990914748940344,0.0417338235118342,-0.006843195334822209
0.39908711895166965,0.04175562114121254,-0.0069885729522264255
0.3990828079107437,0.04177584474772556,-0.007133435653013867
0.3990785394638807,0.041794649588173895,-0.007277779024241833
0.3990743116932245,0.04181217537529085,-0.007421599318258217
0.3990701229966986,0.041828547834921175,-0.0075648933851625196
0.3990659720282961,0.04184388010720057,-0.0077076586120365135
0.39906185764973273,0.041858274007364,-0.007849892868266364
0.3990577788912967,0.041871821160245376,-0.007991594456345938
0.3990537349201479,0.04188460402112228,-0.008132762067612185
0.3990497250146471,0.041896696794291775,-0.008273394742418477
0.39904574854356784,0.041908166259622674,-0.008413491834301283
0.399041804949262,0.04191907251630333,-0.008553052977740122
0.39903789373402676,0.04192946965208025,-0.008692078059150801
0.39903401444906234,0.04193940634545202,-0.008830567190788008
0.39903016668552954,0.0419489264075351,-0.008968520687265774
0.3990263500673056,0.041958069269645196,-0.009105939044433563
0.3990225642451165,0.04196687042203248,-0.009242822920371945
0.39901880889178254,0.04197536180866412,-0.00937917311829553
0.3990150836983665,0.04198357218245727,-0.009514990571172067
0.399011388371052,0.041991527424924756,-0.009650276327885756
0.3990077226286129,0.04199925083379847,-0.009785031540790086
0.39900408620036176,0.04200676338183858,-0.009919257454510954
0.3990004788244865,0.04201408394971518,-0.01005295539587482
0.3989969002467001,0.04202122953555981,-0.010186126764849155
0.3989933502191445,0.04202821544352404,-0.010318773026393783
0.39898982849950176,0.042035055453448274,-0.010450895703131825
0.3989863348502707,0.04204176197353316,-0.010582496368758144
0.3989828690381781,0.042048346177716335,-0.010713576642111373
0.3989794308337006,0.04205481812928683,-0.010844138181843061
0.39897602001067417,0.042061186892115826,-0.010974182681624077
0.39897263634597574,0.04206746063074435,-0.01110371186583446
0.3989692796192625,0.04207364670044422,-0.011232727485688251
0.39896594961275833,0.042079751728256835,-0.011361231315749735
0.39896264611107907,0.04208578168591344,-0.011489225150801847
0.39895936890108735,0.042091741955450436,-0.011616710803031479
0.3989561177717738,0.042097637388251355,-0.01174369009949989
0.3989528925141573,0.04210347235817414,-0.011870164879869688
0.3989496929212028,0.04210925080935618,-0.011996136994362623
0.39894651878775145,0.04211497629923041,-0.012121608301925095
0.3989433699104624,0.04212065203723205,-0.012246580668580535
0.3989402460877631,0.04212628091962793,-0.012371055965949916
0.398937147119806,0.042131865560856595,-0.012495036069923575
0.39893407280843235,0.04213740832172895,-0.01261852285946913
0.39893102295713945,0.04214291133480384,-0.01274151821556188
0.3989279973710527,0.04214837652722163,-0.012864024020225387
0.3989249958569004,0.04215380564125041,-0.012986042155671205
0.39892201822299045,0.042159200252774,-0.013107574503527784
